dataset_index,sid,season,ever_coded_tropical
6760,1963232N11313,1963,True
6772,1963253N26293,1963,True
6775,1963260N27266,1963,True
6777,1963262N14322,1963,True
6779,1963267N11309,1963,True
6782,1963272N09314,1963,True
6793,1963291N26288,1963,True
6796,1963298N15302,1963,True
6846,1964156N19274,1964,True
6859,1964205N34279,1964,True
6863,1964210N19314,1964,True
6866,1964219N27272,1964,True
6868,1964221N33293,1964,True
6876,1964234N13316,1964,True
6883,1964242N14343,1964,True
6887,1964248N18324,1964,True
6888,1964249N15342,1964,True
6893,1964257N15316,1964,True
6901,1964273N21280,1964,True
6906,1964283N15277,1964,True
6918,1964310N12280,1964,True
6984,1965165N23269,1965,True
7012,1965233N32308,1965,True
7017,1965239N11310,1965,True
7024,1965247N36306,1965,True
7032,1965259N13340,1965,True
7037,1965268N17275,1965,True
7039,1965272N32285,1965,True
7045,1965286N17313,1965,True
7046,1965289N28282,1965,True
7052,1965331N26302,1965,True
7093,1966156N16275,1966,True
7098,1966180N20278,1966,True
7099,1966181N29296,1966,True
7101,1966194N17303,1966,True
7107,1966202N32316,1966,True
7108,1966204N10325,1966,True
7110,1966207N28273,1966,True
7122,1966233N13340,1966,True
7129,1966245N14312,1966,True
7148,1966264N22265,1966,True
7149,1966265N10325,1966,True
7153,1966270N11317,1966,True
7154,1966271N18331,1966,True
7158,1966277N14338,1966,True
7170,1966309N26310,1966,True
7175,1966318N31333,1966,True
7178,1966324N23308,1966,True
7229,1967162N17275,1967,True
7230,1967162N28297,1967,True
7232,1967167N29286,1967,True
7233,1967170N23301,1967,True
7234,1967171N30282,1967,True
7243,1967187N11345,1967,True
7248,1967203N15343,1967,True
7260,1967216N20343,1967,True
7265,1967223N13347,1967,True
7269,1967229N18344,1967,True
7274,1967233N21343,1967,True
7279,1967241N16324,1967,True
7282,1967245N15335,1967,True
7286,1967248N15341,1967,True
7288,1967248N31282,1967,True
7289,1967249N13303,1967,True
7299,1967263N13341,1967,True
7303,1967268N12333,1967,True
7304,1967270N13313,1967,True
7305,1967270N15339,1967,True
7308,1967275N20267,1967,True
7309,1967277N13343,1967,True
7312,1967279N17342,1967,True
7315,1967282N25285,1967,True
7318,1967287N27289,1967,True
7320,1967289N16318,1967,True
7323,1967293N21306,1967,True
7325,1967300N26289,1967,True
7373,1968153N17275,1968,True
7378,1968170N25279,1968,True
7380,1968174N20265,1968,True
7383,1968186N28271,1968,True
7407,1968223N26280,1968,True
7422,1968240N27273,1968,True
7429,1968251N08324,1968,True
7432,1968254N32282,1968,True
7434,1968258N15330,1968,True
7436,1968259N32287,1968,False
7437,1968263N13332,1968,True
7440,1968267N08317,1968,True
7441,1968268N26287,1968,True
7443,1968270N20275,1968,True
7449,1968288N14280,1968,True
7467,1968330N25288,1968,False
7504,1969149N12278,1969,True
7505,1969149N26282,1969,True
7509,1969159N19278,1969,True
7510,1969163N21274,1969,True
7519,1969206N09333,1969,True
7520,1969207N11305,1969,True
7527,1969220N22265,1969,True
7529,1969223N26288,1969,True
7532,1969226N18280,1969,True
7533,1969227N13325,1969,True
7536,1969236N15308,1969,True
7537,1969236N18343,1969,True
7538,1969237N29281,1969,True
7540,1969241N12298,1969,True
7541,1969241N28281,1969,True
7547,1969250N26280,1969,True
7550,1969251N18333,1969,True
7553,1969257N11314,1969,True
7555,1969259N26272,1969,True
7559,1969263N24275,1969,True
7560,1969264N16313,1969,True
7561,1969265N34288,1969,True
7563,1969267N41325,1969,True
7568,1969273N24275,1969,False
7569,1969275N19276,1969,True
7571,1969277N16264,1969,False
7574,1969281N20292,1969,True
7579,1969290N18275,1969,True
7582,1969302N31318,1969,True
7583,1969302N38291,1969,True
7588,1969325N11280,1969,True
7638,1970138N12281,1970,True
7661,1970200N19277,1970,True
7669,1970210N34285,1970,True
7672,1970212N18278,1970,True
7674,1970215N14342,1970,True
7677,1970218N28285,1970,True
7679,1970220N14342,1970,True
7680,1970223N19340,1970,True
7686,1970230N12316,1970,True
7698,1970245N26263,1970,True
7701,1970247N17316,1970,True
7703,1970249N15342,1970,True
7707,1970252N16277,1970,True
7708,1970255N25283,1970,True
7713,1970263N27305,1970,True
7716,1970266N16339,1970,True
7717,1970270N22285,1970,True
7719,1970273N27298,1970,True
7720,1970274N15306,1970,True
7730,1970286N25292,1970,True
7734,1970294N34312,1970,True
7743,1970317N13278,1970,True
7749,1970330N35300,1970,True
7825,1971186N34285,1971,True
7828,1971189N29268,1971,True
7832,1971192N27263,1971,True
7845,1971216N31297,1971,True
7848,1971219N26276,1971,True
7853,1971223N27280,1971,True
7854,1971225N26277,1971,True
7855,1971231N13308,1971,True
7857,1971233N12313,1971,True
7863,1971241N24287,1971,True
7868,1971247N13343,1971,True
7869,1971247N28273,1971,True
7870,1971249N11302,1971,True
7871,1971249N26289,1971,True
7873,1971252N29287,1971,True
7874,1971254N16344,1971,True
7875,1971254N27288,1971,True
7876,1971255N11312,1971,True
7882,1971264N12321,1971,True
7895,1971280N18276,1971,True
7900,1971291N25302,1971,True
7911,1971317N12282,1971,True
7960,1972145N31282,1972,False
7970,1972167N20271,1972,True
7971,1972171N28291,1972,True
7982,1972193N27282,1972,True
7984,1972199N37322,1972,True
7990,1972214N29303,1972,True
7993,1972219N15345,1972,True
7997,1972226N32283,1972,True
7999,1972230N14343,1972,True
8003,1972236N37296,1972,True
8010,1972243N29282,1972,True
8013,1972248N31309,1972,True
8014,1972249N24281,1972,True
8023,1972264N38301,1972,False
8024,1972265N13327,1972,True
8030,1972276N30307,1972,True
8033,1972280N12342,1972,True
8035,1972291N12331,1972,True
8045,1972307N35313,1972,False
8112,1973109N24295,1973,True
8116,1973123N25298,1973,True
8121,1973176N30281,1973,True
8124,1973183N26292,1973,True
8137,1973201N11326,1973,True
8142,1973212N33286,1973,False
8146,1973222N13340,1973,True
8150,1973230N20276,1973,True
8154,1973238N11346,1973,True
8159,1973245N21274,1973,True
8161,1973250N18274,1973,True
8165,1973258N11338,1973,True
8171,1973268N29283,1973,True
8179,1973282N30294,1973,True
8181,1973284N24290,1973,True
8182,1973289N16278,1973,True
8193,1973322N10280,1973,True
8260,1974174N19265,1974,True
8261,1974176N24272,1974,False
8263,1974182N18339,1974,True
8269,1974195N29273,1974,True
8272,1974197N29285,1974,False
8286,1974223N38290,1974,False
8289,1974225N11317,1974,True
8301,1974237N24275,1974,True
8304,1974239N27291,1974,True
8305,1974241N17304,1974,True
8307,1974246N10341,1974,True
8310,1974246N27292,1974,True
8311,1974248N15310,1974,True
8315,1974258N15295,1974,True
8317,1974262N28302,1974,True
8320,1974267N18276,1974,True
8322,1974271N11315,1974,True
8323,1974277N21285,1974,True
8337,1974304N24301,1974,True
8341,1974315N21291,1974,True
8403,1975176N33308,1975,True
8405,1975178N28281,1975,True
8411,1975186N30287,1975,True
8415,1975205N26292,1975,True
8416,1975206N21268,1975,True
8418,1975210N29274,1975,True
8434,1975237N22290,1975,True
8438,1975241N33314,1975,True
8441,1975247N12343,1975,True
8442,1975247N13336,1975,True
8445,1975250N21265,1975,True
8449,1975255N32298,1975,True
8450,1975256N18306,1975,True
8454,1975261N18327,1975,True
8455,1975266N10325,1975,True
8457,1975269N19276,1975,True
8463,1975277N28327,1975,True
8466,1975288N21268,1975,True
8474,1975298N29281,1975,True
8477,1975301N13279,1975,True
8485,1975313N17275,1975,True
8497,1975334N25308,1975,True
8501,1975344N42317,1975,False
8560,1976143N24271,1976,False
8565,1976159N27281,1976,True
8566,1976164N27279,1976,True
8580,1976203N31288,1976,True
8581,1976206N11336,1976,True
8585,1976211N28308,1976,True
8591,1976219N26287,1976,True
8599,1976231N26276,1976,True
8600,1976232N32292,1976,True
8602,1976234N14312,1976,True
8606,1976241N13323,1976,True
8609,1976249N32283,1976,True
8610,1976250N27275,1976,True
8617,1976258N28279,1976,False
8619,1976265N14332,1976,True
8621,1976267N26269,1976,True
8623,1976271N12325,1976,True
8624,1976271N23302,1976,True
8627,1976278N15321,1976,True
8630,1976287N20314,1976,True
8632,1976297N19304,1976,True
8695,1977165N25266,1977,True
8703,1977199N26273,1977,True
8708,1977207N26276,1977,True
8711,1977214N12343,1977,True
8722,1977242N27272,1977,True
8727,1977246N27274,1977,True
8729,1977249N33280,1977,True
8734,1977261N10325,1977,True
8738,1977266N20265,1977,True
8740,1977270N29289,1977,True
8741,1977275N10314,1977,True
8744,1977277N28317,1977,True
8748,1977287N27297,1977,True
8749,1977290N17277,1977,True
8753,1977298N26265,1977,True
8778,1978019N22316,1978,False
8814,1978173N25274,1978,True
8823,1978192N15333,1978,True
8830,1978212N26263,1978,True
8833,1978218N25270,1978,True
8834,1978220N13308,1978,True
8835,1978220N13325,1978,True
8839,1978222N27270,1978,True
8850,1978239N23272,1978,True
8853,1978242N26300,1978,True
8855,1978243N28269,1978,True
8856,1978247N12321,1978,True
8857,1978247N14344,1978,True
8862,1978252N23266,1978,True
8864,1978255N30280,1978,True
8865,1978257N11298,1978,True
8867,1978262N13344,1978,True
8871,1978265N20269,1978,True
8875,1978276N32329,1978,True
8878,1978281N18304,1978,True
8883,1978287N41329,1978,True
8889,1978300N08334,1978,True
8890,1978302N24287,1978,True
8894,1978308N30285,1978,True
8953,1979163N17279,1979,True
8956,1979171N10315,1979,True
8962,1979190N20290,1979,True
8963,1979191N22264,1979,True
8964,1979192N30280,1979,True
8966,1979197N13314,1979,True
8971,1979205N17325,1979,True
8973,1979213N17306,1979,True
8985,1979238N12324,1979,True
8986,1979238N18266,1979,True
8989,1979241N11335,1979,True
8991,1979242N26271,1979,True
8993,1979245N20338,1979,True
8995,1979248N16339,1979,True
8999,1979258N20273,1979,True
9001,1979260N16312,1979,True
9010,1979286N17273,1979,True
9013,1979297N29294,1979,False
9014,1979298N12283,1979,True
9018,1979312N25304,1979,True
9079,1980199N31284,1980,True
9081,1980200N25270,1980,True
9083,1980204N23287,1980,True
9087,1980214N11330,1980,True
9091,1980226N15339,1980,True
9092,1980227N13325,1980,True
9093,1980234N36287,1980,True
9096,1980238N16328,1980,True
9099,1980245N16322,1980,True
9102,1980249N18336,1980,True
9103,1980249N28269,1980,True
9104,1980250N13341,1980,True
9109,1980265N15283,1980,True
9114,1980275N34340,1980,True
9120,1980290N16275,1980,True
9125,1980313N14277,1980,True
9128,1980318N13280,1980,True
9132,1980330N36314,1980,True
9171,1981097N21299,1981,True
9176,1981110N11281,1981,True
9178,1981127N18276,1981,True
9181,1981154N19266,1981,True
9184,1981169N20268,1981,True
9188,1981181N36295,1981,True
9189,1981183N24281,1981,True
9196,1981206N23268,1981,True
9203,1981215N36292,1981,True
9205,1981219N11334,1981,True
9211,1981229N13327,1981,True
9214,1981239N21267,1981,True
9216,1981244N30287,1981,True
9218,1981247N16300,1981,True
9219,1981250N15306,1981,True
9220,1981255N12286,1981,True
9221,1981255N14311,1981,True
9228,1981265N14328,1981,True
9230,1981269N08322,1981,True
9240,1981303N25313,1981,True
9243,1981307N17279,1981,True
9249,1981317N31286,1981,False
9296,1982154N22273,1982,True
9301,1982169N26274,1982,False
9326,1982241N14338,1982,True
9333,1982249N17307,1982,True
9334,1982252N26269,1982,True
9339,1982257N20291,1982,True
9345,1982267N25289,1982,True
9348,1982274N25295,1982,True
9405,1983205N10322,1983,True
9408,1983209N12333,1983,True
9416,1983228N27270,1983,True
9418,1983236N26284,1983,True
9425,1983254N30296,1983,True
9429,1983270N28287,1983,True
9506,1984164N28285,1984,True
9509,1984171N20266,1984,True
9518,1984206N12312,1984,True
9525,1984220N37292,1984,True
9533,1984231N33295,1984,False
9540,1984242N11309,1984,True
9541,1984244N13319,1984,True
9542,1984244N37293,1984,True
9545,1984251N21264,1984,True
9546,1984253N29283,1984,True
9548,1984258N20264,1984,True
9550,1984260N14339,1984,True
9551,1984261N29295,1984,True
9554,1984267N31302,1984,True
9558,1984270N23287,1984,True
9561,1984281N24291,1984,True
9574,1984299N26289,1984,True
9577,1984311N15291,1984,True
9583,1984329N27281,1984,True
9590,1984348N35300,1984,True
9647,1985197N29296,1985,True
9652,1985202N26275,1985,True
9659,1985222N32280,1985,True
9660,1985224N18279,1985,True
9673,1985240N20286,1985,True
9677,1985252N20333,1985,True
9678,1985255N12300,1985,True
9681,1985259N24289,1985,True
9683,1985260N13336,1985,True
9685,1985265N30286,1985,True
9691,1985280N18291,1985,True
9702,1985299N25270,1985,True
9704,1985320N21296,1985,True
9707,1985342N11283,1985,True
9764,1986156N26284,1986,True
9769,1986175N26273,1986,True
9778,1986205N24305,1986,True
9787,1986216N24267,1986,True
9791,1986226N30276,1986,True
9800,1986243N13326,1986,True
9801,1986245N18274,1986,True
9802,1986250N11308,1986,True
9804,1986254N22309,1986,True
9823,1986323N23297,1986,True
9864,1987145N21292,1987,True
9887,1987220N34283,1987,True
9888,1987222N26266,1987,True
9890,1987225N13313,1987,True
9892,1987230N15340,1987,True
9899,1987243N14328,1987,True
9904,1987249N13297,1987,True
9905,1987249N15329,1987,True
9906,1987250N29282,1987,True
9907,1987252N11342,1987,True
9909,1987257N14306,1987,True
9912,1987263N10309,1987,True
9920,1987282N15277,1987,True
9926,1987305N17283,1987,True
9961,1988153N20275,1988,True
9986,1988219N32283,1988,True
9988,1988221N30270,1988,True
9990,1988226N25286,1988,True
9995,1988234N13299,1988,True
9996,1988234N13339,1988,True
9997,1988235N15317,1988,True
10004,1988245N20269,1988,True
10006,1988247N33300,1988,True
10007,1988248N28267,1988,True
10009,1988251N13343,1988,True
10010,1988251N23268,1988,True
10011,1988253N12306,1988,True
10019,1988264N13328,1988,True
10024,1988272N12339,1988,True
10025,1988273N09315,1988,True
10029,1988285N09318,1988,True
10035,1988294N13287,1988,True
10044,1988323N15286,1988,True
10095,1989167N21266,1989,True
10100,1989176N27264,1989,True
10107,1989191N13322,1989,True
10122,1989212N15318,1989,True
10123,1989212N23270,1989,True
10126,1989221N16339,1989,True
10132,1989230N14338,1989,True
10138,1989238N17339,1989,True
10140,1989239N13312,1989,True
10143,1989243N12339,1989,True
10148,1989254N13340,1989,True
10151,1989260N11316,1989,True
10159,1989275N12317,1989,True
10164,1989286N19268,1989,True
10175,1989333N17276,1989,True
10215,1990145N19276,1990,True
10234,1990203N09318,1990,True
10238,1990206N34285,1990,True
10240,1990212N10338,1990,True
10241,1990215N38337,1990,True
10242,1990216N13281,1990,True
10247,1990224N09328,1990,True
10256,1990236N13314,1990,True
10259,1990237N13325,1990,True
10263,1990247N07337,1990,True
10271,1990262N15315,1990,True
10273,1990264N14328,1990,True
10279,1990277N16301,1990,True
10280,1990279N36316,1990,True
10284,1990283N23281,1990,True
10289,1990289N22300,1990,True
10338,1991181N26282,1991,True
10340,1991187N23264,1991,True
10356,1991228N26286,1991,True
10359,1991237N15337,1991,True
10361,1991241N11329,1991,True
10364,1991248N27304,1991,True
10365,1991250N10334,1991,True
10367,1991252N24311,1991,True
10383,1991288N19274,1991,True
10386,1991298N13318,1991,True
10387,1991299N27295,1991,True
10391,1991302N44301,1991,True
10439,1992113N24301,1992,False
10452,1992178N25275,1992,True
10463,1992207N29298,1992,True
10476,1992230N11325,1992,True
10497,1992262N34301,1992,True
10501,1992266N30327,1992,True
10502,1992267N33285,1992,True
10505,1992270N11325,1992,True
10506,1992271N26291,1992,True
10522,1992297N26299,1992,True
10571,1993152N22276,1993,True
10576,1993169N21268,1993,True
10588,1993217N10320,1993,True
10593,1993227N14301,1993,True
10599,1993235N20307,1993,True
10600,1993236N14329,1993,True
10606,1993251N25293,1993,True
10609,1993258N11279,1993,True
10611,1993262N27298,1993,True
10616,1993273N30297,1993,True
10680,1994181N22276,1994,True
10690,1994201N32281,1994,True
10707,1994227N29273,1994,True
10708,1994229N11321,1994,True
10714,1994242N20267,1994,True
10722,1994253N13303,1994,True
10728,1994265N10330,1994,True
10732,1994268N16276,1994,True
10733,1994271N14339,1994,True
10735,1994272N20274,1994,True
10747,1994306N23313,1994,True
10748,1994313N12278,1994,True
10785,1995154N17276,1995,True
10787,1995186N32288,1995,True
10790,1995193N17305,1995,True
10795,1995210N26273,1995,True
10796,1995212N22287,1995,True
10799,1995218N20265,1995,True
10801,1995220N14329,1995,True
10803,1995222N24265,1995,True
10809,1995234N13327,1995,True
10810,1995235N13311,1995,True
10811,1995235N24281,1995,True
10813,1995239N15327,1995,True
10815,1995241N11333,1995,True
10821,1995253N18318,1995,True
10823,1995256N12309,1995,True
10830,1995270N10322,1995,True
10831,1995271N19273,1995,True
10835,1995278N08329,1995,True
10837,1995281N14278,1995,True
10843,1995294N14306,1995,True
10844,1995300N25301,1995,True
10900,1996170N27282,1996,True
10905,1996187N10326,1996,True
10912,1996207N12297,1996,True
10925,1996232N17280,1996,True
10927,1996233N12340,1996,True
10928,1996237N14339,1996,True
10930,1996239N13337,1996,True
10935,1996248N15319,1996,True
10946,1996269N09337,1996,True
10950,1996279N23264,1996,True
10954,1996286N17274,1996,True
10956,1996289N13280,1996,True
10970,1996319N11283,1996,True
11021,1997152N29283,1997,False
11031,1997182N32283,1997,True
11033,1997192N30290,1997,True
11035,1997194N31286,1997,True
11038,1997198N12309,1997,True
11039,1997198N27267,1997,True
11062,1997246N11316,1997,True
11077,1997278N24296,1997,True
11082,1997288N20291,1997,True
11141,1998209N11335,1998,True
11150,1998232N15312,1998,True
11152,1998233N25268,1998,True
11154,1998236N13326,1998,True
11157,1998244N22267,1998,True
11159,1998252N26266,1998,True
11163,1998259N10335,1998,True
11166,1998261N27270,1998,True
11167,1998262N13333,1998,True
11169,1998264N10343,1998,True
11171,1998267N33295,1998,True
11177,1998278N14314,1998,True
11189,1998295N12284,1998,True
11197,1998328N28332,1998,True
11245,1999163N27302,1999,True
11248,1999184N20265,1999,True
11272,1999231N14341,1999,True
11273,1999231N20266,1999,True
11278,1999236N12306,1999,True
11279,1999236N22292,1999,True
11282,1999249N22264,1999,True
11283,1999251N15314,1999,True
11286,1999255N13336,1999,True
11291,1999262N25272,1999,True
11294,1999277N20266,1999,True
11295,1999279N14315,1999,True
11297,1999286N16278,1999,True
11300,1999291N10309,1999,True
11302,1999302N11279,1999,True
11306,1999318N17278,1999,True
11349,2000160N21267,2000,True
11353,2000175N09340,2000,True
11369,2000217N11342,2000,True
11373,2000222N28286,2000,True
11376,2000227N23267,2000,True
11380,2000231N14308,2000,True
11382,2000233N12316,2000,True
11389,2000246N15315,2000,True
11393,2000253N28267,2000,True
11394,2000255N31289,2000,True
11396,2000259N20273,2000,True
11398,2000260N15308,2000,True
11401,2000266N12337,2000,True
11402,2000270N11330,2000,True
11404,2000273N16277,2000,True
11406,2000279N29279,2000,True
11409,2000290N30289,2000,True
11410,2000294N26300,2000,True
11415,2000299N22291,2000,False
11451,2001157N28265,2001,True
11460,2001193N11318,2001,True
11469,2001215N26275,2001,True
11472,2001227N13323,2001,True
11475,2001235N18296,2001,True
11481,2001245N13326,2001,True
11486,2001251N14332,2001,True
11489,2001255N26276,2001,True
11492,2001263N13278,2001,True
11496,2001265N25296,2001,True
11503,2001278N12302,2001,True
11504,2001280N11309,2001,True
11508,2001284N28297,2001,True
11513,2001301N27325,2001,True
11514,2001303N13276,2001,True
11516,2001308N34310,2001,True
11524,2001327N31309,2001,True
11571,2002196N34283,2002,True
11579,2002217N29272,2002,True
11581,2002218N32283,2002,True
11591,2002242N10329,2002,True
11593,2002245N29281,2002,True
11596,2002249N28266,2002,True
11597,2002251N24313,2002,True
11599,2002252N29289,2002,True
11600,2002255N26273,2002,True
11601,2002258N10300,2002,True
11603,2002261N33308,2002,True
11606,2002264N28308,2002,True
11607,2002265N10315,2002,True
11613,2002288N17277,2002,True
11660,2003108N29294,2003,True
11671,2003162N10319,2003,True
11674,2003179N20271,2003,True
11676,2003188N11307,2003,True
11681,2003198N31306,2003,True
11683,2003201N12317,2003,True
11685,2003207N29280,2003,True
11692,2003227N26277,2003,True
11695,2003234N15295,2003,True
11698,2003240N15329,2003,True
11701,2003243N24268,2003,True
11704,2003247N27272,2003,True
11705,2003249N14329,2003,True
11706,2003251N12338,2003,True
11711,2003268N28298,2003,True
11712,2003269N12322,2003,True
11713,2003271N18275,2003,True
11720,2003284N19291,2003,True
11721,2003286N09323,2003,True
11734,2003339N13284,2003,True
11736,2003342N28326,2003,True
11785,2004214N30282,2004,True
11788,2004217N13306,2004,True
11791,2004223N11301,2004,True
11792,2004227N09314,2004,True
11793,2004227N12338,2004,True
11801,2004238N11325,2004,True
11805,2004241N29295,2004,True
11806,2004241N32282,2004,True
11809,2004247N10332,2004,True
11812,2004252N32320,2004,True
11816,2004258N16300,2004,True
11817,2004260N11331,2004,True
11819,2004264N13328,2004,True
11825,2004283N24265,2004,True
11827,2004284N30295,2004,False
11837,2004331N28320,2004,True
11877,2005160N17276,2005,True
11882,2005180N20265,2005,True
11884,2005185N18273,2005,True
11885,2005186N12299,2005,True
11886,2005192N11318,2005,True
11891,2005203N25285,2005,True
11892,2005205N19267,2005,True
11897,2005215N28291,2005,True
11898,2005217N13327,2005,True
11902,2005226N13316,2005,True
11906,2005235N19266,2005,True
11907,2005236N23285,2005,True
11910,2005241N14315,2005,True
11912,2005245N19315,2005,True
11914,2005249N26281,2005,True
11915,2005249N28293,2005,True
11924,2005261N13306,2005,True
11926,2005261N21290,2005,True
11932,2005274N12327,2005,True
11934,2005275N19274,2005,True
11935,2005277N34328,2005,False
11936,2005278N27280,2005,True
11938,2005281N26303,2005,False
11939,2005281N33339,2005,True
11943,2005289N18282,2005,True
11944,2005296N16293,2005,True
11946,2005300N10279,2005,True
11951,2005318N13298,2005,True
11954,2005324N27312,2005,True
11956,2005333N32311,2005,True
11961,2005364N24324,2005,True
11987,2006161N20275,2006,True
11997,2006198N37291,2006,True
11998,2006200N32287,2006,True
12003,2006213N16302,2006,True
12015,2006234N12338,2006,True
12017,2006237N13298,2006,True
12021,2006247N14321,2006,True
12025,2006254N20306,2006,True
12026,2006256N12338,2006,True
12037,2006271N26307,2006,True
12080,2007127N36286,2007,False
12087,2007151N18273,2007,True
12099,2007212N36294,2007,True
12106,2007225N12331,2007,True
12107,2007227N24269,2007,True
12111,2007244N12303,2007,True
12113,2007251N30288,2007,True
12115,2007255N13316,2007,True
12116,2007255N27265,2007,True
12122,2007265N29275,2007,True
12123,2007266N36314,2007,True
12124,2007268N10324,2007,True
12125,2007269N22265,2007,True
12126,2007271N14334,2007,True
12133,2007285N30307,2007,True
12136,2007297N18300,2007,True
12150,2007345N18298,2007,True
12183,2008152N18273,2008,True
12190,2008185N13337,2008,True
12195,2008201N32280,2008,True
12196,2008203N18276,2008,True
12200,2008217N28273,2008,True
12209,2008229N18293,2008,True
12212,2008238N13293,2008,True
12213,2008241N19303,2008,True
12214,2008245N17323,2008,True
12215,2008246N12338,2008,True
12224,2008269N21290,2008,True
12225,2008270N39325,2008,True
12230,2008280N18268,2008,True
12232,2008286N16323,2008,True
12234,2008287N15291,2008,True
12235,2008289N15277,2008,True
12243,2008311N14278,2008,True
12282,2009147N31285,2009,True
12305,2009222N14336,2009,True
12306,2009227N12328,2009,True
12308,2009228N27277,2009,True
